id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
786,no,adult,535130,37.5,60,16,cool,,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,2,absent,distend_large,55,55,serosanguious,2,no,0,0,0,no,euthanized
787,yes,adult,534917,37.1,84,40,cool,reduced,normal_pink,less_3_sec,depressed,absent,,slight,less_1_liter,3,absent,distend_small,75,81,clear,2,yes,2112,0,0,no,lived
788,yes,adult,527365,38.4,76,16,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,33,6.2,serosanguious,6.5,yes,2205,0,0,yes,died
789,yes,adult,527463,38.3,75,32,normal,,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,5,,,35,74,cloudy,1,yes,2209,0,0,no,lived
790,yes,adult,527563,38.1,72,40,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,more_1_liter,4.5,,distend_small,54,7.5,serosanguious,2.6,yes,2205,0,0,no,died
791,no,adult,530001,38.6,42,16,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,,slight,less_1_liter,7,absent,distend_large,47,7.2,cloudy,2.8,no,0,0,0,yes,died
792,yes,adult,533871,38.5,72,40,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,slight,,2,absent,distend_large,35,65,clear,2,yes,3111,0,0,no,lived
793,no,adult,529777,38.3,56,40,,,,less_3_sec,,hypomotile,,slight,,7.2,,,47,7.2,clear,2.6,no,2113,0,0,yes,lived
794,no,adult,530242,38.1,108,12,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,,,6,decreased,firm,52,8.2,cloudy,7.4,yes,2207,0,0,yes,euthanized
795,yes,adult,527883,39,64,90,warm,reduced,normal_pink,less_3_sec,,hypomotile,,,less_1_liter,6.5,decreased,distend_large,39,7,serosanguious,6,yes,31110,0,0,yes,lived
796,no,adult,532349,38.5,52,30,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,severe,,more_1_liter,1,absent,distend_large,43,53,clear,2,no,3111,0,0,no,lived
797,yes,adult,528996,39.2,96,20,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,increased,firm,44,6.7,serosanguious,3.6,yes,2205,0,0,no,died
798,yes,adult,5287179,38.2,114,20,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,,5,normal,distend_small,45,7.4,serosanguious,3.7,yes,3205,0,0,yes,lived
799,yes,adult,530254,38.6,80,32,cool,normal,pale_pink,less_3_sec,extreme_pain,absent,slight,,more_1_liter,6.5,absent,distend_small,33,6.5,serosanguious,4.5,yes,3205,0,0,no,lived
800,no,adult,534787,38.5,48,16,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,less_1_liter,7,,,36,60,clear,2,yes,3111,0,0,yes,euthanized
801,yes,adult,530693,38.5,86,40,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,,more_1_liter,5.5,absent,distend_small,57,7.5,serosanguious,3.4,yes,2112,0,0,no,died
802,yes,adult,530561,38,120,40,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.4,absent,distend_large,47,7.5,cloudy,2,yes,2205,0,0,no,lived
803,yes,adult,535043,37.3,72,30,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2,absent,distend_large,65,13,serosanguious,2,yes,5400,0,0,no,euthanized
804,yes,adult,535338,38.5,129,48,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2,,distend_large,57,66,,2,yes,2206,0,0,no,lived
805,yes,adult,529461,38.4,108,12,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5,absent,distend_small,74,7.5,serosanguious,2.6,yes,5400,0,0,yes,died
806,yes,adult,528214,37.3,84,12,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,4.4,absent,distend_small,54,8.1,serosanguious,4.7,yes,2209,0,0,no,lived
807,yes,adult,528019,38,36,16,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2,absent,distend_large,45,6.9,serosanguious,2.8,yes,3111,0,0,yes,lived
808,no,adult,530001,39.4,112,36,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,,more_1_liter,2,,,58,7,serosanguious,3.9,yes,2206,0,0,no,euthanized
809,yes,adult,527365,38.2,42,14,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,7,absent,distend_large,39,8.7,serosanguious,3.6,yes,3205,0,0,yes,died
810,yes,adult,529642,38.6,96,30,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,decreased,distend_small,60,7.5,clear,5.4,yes,2124,0,0,no,died
811,yes,young,5290409,39.1,164,84,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,severe,,less_1_liter,5.5,decreased,,48,7.2,serosanguious,5.3,yes,2208,0,0,yes,died
812,no,young,528298,38.2,72,24,,,,less_3_sec,,,,,,5.5,,,30,5.7,clear,10,yes,3111,0,0,yes,died
813,yes,adult,528890,39,60,24,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_large,54,8.6,serosanguious,4.1,yes,3205,0,0,no,died
814,yes,adult,528641,39.3,120,90,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,,3.5,decreased,distend_large,69,6,serosanguious,5.3,yes,4205,0,0,no,died
815,yes,adult,529424,38,64,28,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,,7,normal,,40,7,clear,5,no,0,0,0,yes,lived
816,yes,adult,529483,38.3,88,12,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,,slight,less_1_liter,6.2,decreased,distend_large,45,6.4,clear,2.6,yes,0,0,0,yes,lived
817,no,adult,529642,38,48,16,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,5,absent,distend_large,43,5.3,clear,2.6,yes,3111,0,0,yes,lived
818,yes,adult,529427,36.5,60,32,normal,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,,7,decreased,distend_small,54,7.5,serosanguious,3.4,yes,2209,0,0,yes,died
819,no,adult,529642,37.7,48,16,normal,normal,normal_pink,less_3_sec,alert,hypomotile,,,less_1_liter,5,normal,normal,49,8,clear,7,no,0,0,0,yes,lived
820,yes,adult,533696,37.8,60,12,cool,normal,pale_pink,less_3_sec,,absent,moderate,,more_1_liter,2,,,51,65,serosanguious,2,yes,3111,0,0,no,lived
821,yes,adult,528641,38.2,52,66,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,,4.4,decreased,distend_small,41,6.2,cloudy,2.8,yes,2208,0,0,yes,lived
822,no,adult,534135,38.3,48,12,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2,decreased,distend_large,41,51,clear,2,no,3111,0,0,no,lived
823,yes,adult,533847,37.3,60,32,normal,,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2,absent,,45,70,cloudy,2,yes,2208,0,0,no,lived
824,yes,adult,527563,37.8,52,24,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,,slight,more_1_liter,5.7,increased,distend_large,48,6.6,clear,3.7,yes,5400,0,0,yes,died
825,no,adult,5290759,38.1,44,24,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,less_1_liter,7,normal,distend_small,41,5.3,clear,5,no,3111,0,0,yes,lived
826,yes,adult,530360,38.8,86,40,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,,less_1_liter,4.5,absent,distend_small,65,7.6,cloudy,3.9,yes,3205,0,0,no,died
827,yes,adult,529272,38.1,54,40,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,moderate,significant,,4.5,,distend_small,41,7.2,serosanguious,4.5,yes,2209,0,0,yes,died
828,no,adult,530242,37.5,48,40,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,more_1_liter,1.5,absent,distend_large,40,7.5,clear,2.4,no,31110,0,0,yes,lived
829,yes,adult,529172,38.4,56,40,normal,normal,bright_red,less_3_sec,depressed,hypomotile,,slight,less_1_liter,7,,,47,7.5,clear,2,no,8300,0,0,no,lived
830,yes,adult,527883,38.1,64,90,warm,normal,normal_pink,less_3_sec,depressed,hypomotile,,slight,less_1_liter,5,normal,distend_large,36,7.5,clear,3.3,yes,31110,0,0,yes,lived
831,yes,young,5290409,39.4,164,84,cool,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,slight,more_1_liter,5,,,48,7.6,serosanguious,5.2,yes,2300,0,0,yes,died
832,yes,adult,534784,38,48,24,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,2,normal,,37,56,clear,2,yes,7111,0,0,no,lived
833,yes,adult,528247,38.3,96,68,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,,,3,normal,,52,7.2,serosanguious,3.9,yes,2209,0,0,yes,died
834,yes,adult,534163,38.3,45,40,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,,,2,decreased,distend_large,42,64,cloudy,2,yes,3205,0,0,yes,lived
835,yes,adult,5301219,39.9,96,24,cool,reduced,,,extreme_pain,absent,moderate,,more_1_liter,6,absent,distend_large,45,7.5,serosanguious,2.3,yes,3205,0,0,yes,died
836,yes,adult,534784,37.9,48,20,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2,decreased,distend_large,46,82,serosanguious,2,yes,2208,0,0,no,lived
837,yes,adult,527706,38.5,60,16,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3,decreased,distend_large,41,7,cloudy,2.6,yes,3205,0,0,no,lived
838,yes,adult,534556,38.2,84,40,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,moderate,,more_1_liter,2,absent,distend_small,46,81,cloudy,2,no,2208,0,0,no,euthanized
839,yes,adult,534784,38.2,96,42,normal,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2,absent,distend_small,42,71,clear,2,yes,2206,0,0,no,lived
840,yes,adult,530526,36.1,136,96,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,,4.3,absent,distend_large,47,6,serosanguious,3.9,yes,6111,0,0,yes,lived
841,yes,young,528461,38.4,124,96,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,less_1_liter,4.4,absent,distend_small,50,7.8,serosanguious,3.4,yes,2209,0,0,yes,died
842,yes,adult,534787,38.2,36,16,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2,decreased,,37,75,cloudy,2,no,3111,0,0,yes,euthanized
843,no,adult,529821,38.4,48,36,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,,slight,less_1_liter,6.5,normal,,37,6.5,clear,1,no,0,0,0,yes,lived
844,yes,adult,533836,37.2,88,48,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,,more_1_liter,2,absent,distend_small,55,64,clear,2,yes,2209,0,0,no,euthanized
845,yes,adult,528812,37.8,40,12,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,23,6.4,cloudy,1.4,yes,2209,0,0,yes,lived
846,yes,adult,530001,37.4,96,28,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,,,4.5,absent,distend_large,60,6.5,serosanguious,3.6,yes,3205,0,0,yes,died
847,yes,adult,534556,39.3,56,16,warm,,pale_pink,less_3_sec,alert,hypomotile,slight,,more_1_liter,1,normal,distend_large,37,62,clear,2,no,2207,0,0,no,euthanized
848,no,adult,527365,38,64,18,normal,normal,pale_cyanotic,more_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,normal,distend_small,59,7.5,cloudy,2.9,yes,4300,0,0,no,lived
849,yes,adult,534756,37.3,36,16,,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,significant,,2,decreased,distend_large,37,75,serosanguious,1,no,3111,0,0,no,lived
850,no,adult,528523,38.5,54,20,normal,normal,normal_pink,less_3_sec,depressed,normal,,slight,less_1_liter,3,decreased,firm,44,7.5,cloudy,2.3,no,0,0,0,yes,lived
851,no,adult,529388,38,92,28,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,,,4.5,decreased,distend_small,57,8.1,serosanguious,5.2,no,5400,0,0,yes,died
852,no,adult,528178,38.5,54,40,normal,normal,bright_pink,less_3_sec,alert,hypermotile,,slight,less_1_liter,7,normal,normal,44,7.5,cloudy,1.3,no,0,0,0,yes,lived
853,yes,adult,529703,38.1,112,9,cold,normal,pale_cyanotic,more_3_sec,depressed,absent,moderate,,more_1_liter,5.5,decreased,distend_large,43,6.4,clear,3.9,yes,3209,0,0,no,died
854,yes,adult,534885,38.2,52,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,2,decreased,distend_small,42,71,cloudy,2,yes,2208,0,0,no,lived
855,yes,adult,535043,39.2,100,51,cool,normal,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,,less_1_liter,2,,,50,13,serosanguious,2,yes,2113,0,0,no,euthanized
856,no,adult,530002,39.6,108,51,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,severe,,less_1_liter,2,,distend_large,65,82,cloudy,2,no,4300,0,0,no,lived
857,yes,adult,535054,39.3,100,51,cold,absent,dark_cyanotic,more_3_sec,depressed,absent,,,less_1_liter,2,,distend_small,66,13,serosanguious,2,yes,2113,0,0,no,euthanized
858,yes,adult,529160,38.2,66,24,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,4,absent,distend_small,54,7.2,serosanguious,2.3,yes,2208,0,0,no,died
859,no,adult,528743,38,108,36,normal,reduced,bright_red,more_3_sec,depressed,absent,moderate,,less_1_liter,7,absent,distend_small,68,5.7,serosanguious,3.4,yes,2208,0,0,no,died
860,yes,adult,528570,36.1,50,50,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,,3,decreased,distend_small,35,6.5,cloudy,3.6,yes,2209,0,0,yes,died
861,yes,adult,529304,38.2,80,42,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,1.5,absent,distend_large,52,7,serosanguious,2.6,yes,5400,0,0,no,lived
862,no,adult,529172,38.2,80,40,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7,decreased,normal,47,7.1,serosanguious,2.5,yes,8300,0,0,yes,lived
863,yes,adult,528804,38.3,66,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,4.3,increased,firm,37,7.1,cloudy,1.6,yes,3205,0,0,yes,lived
864,yes,adult,528620,38.4,42,12,cool,,pale_pink,less_3_sec,mild_pain,absent,,slight,less_1_liter,2,absent,distend_small,40,6.7,cloudy,3.9,yes,2208,0,0,yes,lived
865,yes,adult,527463,37.1,84,48,normal,normal,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5,absent,distend_small,72,6.6,,3.2,yes,2208,0,0,no,died
866,no,adult,529642,39.3,88,24,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,4,normal,normal,52,8.1,serosanguious,2.6,yes,3124,0,0,no,euthanized
867,no,adult,529498,37.5,48,16,normal,normal,pale_pink,less_3_sec,alert,hypermotile,slight,slight,more_1_liter,7,,other,41,8.6,cloudy,5.3,no,0,0,0,yes,lived
868,yes,adult,5290759,38.5,96,36,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_small,52,8,serosanguious,3.4,yes,2205,0,0,no,died
869,yes,adult,527706,39,84,24,cool,normal,bright_pink,less_3_sec,depressed,hypermotile,,slight,,7,absent,distend_small,37,6.5,serosanguious,4.1,yes,7209,0,0,yes,died
870,yes,adult,530693,37.8,86,30,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,absent,distend_large,57,6.1,serosanguious,4.5,yes,31110,0,0,yes,lived
871,yes,adult,529386,39,120,28,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,,4,absent,distend_large,65,7.1,serosanguious,4.3,yes,3205,0,0,yes,died
872,yes,adult,529729,37.8,46,28,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.7,increased,distend_small,37,6.6,serosanguious,5,yes,2207,0,0,no,lived
873,yes,adult,5299603,38.5,66,24,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,,slight,less_1_liter,3,absent,distend_large,31.5,6.7,clear,3,yes,31110,0,0,no,lived
874,yes,adult,529461,37.7,84,36,cool,normal,pale_cyanotic,less_3_sec,extreme_pain,absent,,slight,more_1_liter,5.3,normal,,43,6.6,serosanguious,4.5,yes,5400,0,0,yes,died
875,no,adult,5297379,38.5,136,48,cool,reduced,dark_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,,less_1_liter,4,absent,,60,6.8,serosanguious,4.4,yes,4205,0,0,yes,died
876,yes,adult,528548,38.2,66,24,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,slight,,3,normal,distend_small,44,7.2,cloudy,3.6,yes,2209,0,0,yes,died
877,yes,adult,535392,38.1,66,12,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,,more_1_liter,2,absent,distend_large,43,51,clear,1,no,2124,0,0,no,lived
878,yes,adult,533886,39.3,88,48,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,,,more_1_liter,2,,distend_large,55,64,serosanguious,2,no,3205,0,0,no,euthanized
879,no,adult,528812,38.7,48,24,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,,more_1_liter,5.5,decreased,,49,9.1,clear,10.1,no,3111,0,0,no,lived
880,no,adult,529461,40.3,114,36,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,,5,absent,distend_small,57,6.5,serosanguious,4.8,no,2208,0,0,yes,lived
881,yes,adult,534157,38,52,18,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,2,decreased,distend_small,52,75,clear,2,yes,2322,0,0,no,lived
882,no,adult,528729,38.4,54,40,normal,normal,bright_pink,less_3_sec,alert,hypermotile,,slight,less_1_liter,7,normal,normal,49,9,cloudy,7.4,no,0,0,0,yes,lived
883,no,adult,529703,38.6,44,16,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,significant,,7,normal,normal,44,7.3,cloudy,1.6,no,0,0,0,yes,lived
884,yes,young,528548,37.5,164,84,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,,less_1_liter,5.4,absent,normal,50,6,serosanguious,3.9,no,1400,0,0,no,died
885,no,adult,528469,38.1,52,24,normal,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,,7,normal,firm,54,7.5,cloudy,4.1,no,2124,0,0,yes,lived
886,no,adult,528996,36.6,52,16,normal,normal,normal_pink,more_3_sec,mild_pain,hypomotile,,slight,less_1_liter,7,normal,firm,32,6.6,cloudy,4.5,yes,2205,0,0,yes,lived
887,yes,adult,527544,37.7,96,28,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4,absent,distend_large,48,6.5,serosanguious,3.9,yes,31110,0,0,yes,lived
888,no,adult,529777,38,52,32,normal,normal,pale_pink,less_3_sec,mild_pain,absent,severe,slight,more_1_liter,5,absent,distend_small,52,6.8,cloudy,2.6,no,2124,0,0,no,died
889,yes,adult,528469,38.1,52,24,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,,7,normal,distend_large,54,7.5,cloudy,2.6,yes,2112,0,0,no,died
890,no,adult,535029,37.1,72,24,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,,more_1_liter,2,absent,distend_large,67,51,cloudy,2,yes,1400,0,0,no,euthanized
891,yes,adult,530233,37.1,114,24,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,,3,decreased,distend_large,57,8.1,serosanguious,3.6,yes,3209,0,0,yes,died
892,yes,young,5290409,37.2,150,80,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,,less_1_liter,5,absent,normal,66,7.5,serosanguious,5.3,yes,2205,0,0,yes,died
893,yes,adult,530233,37.8,114,36,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,normal,,57,8.9,serosanguious,2,yes,3207,0,0,no,died
894,no,adult,529183,38.4,48,32,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5,absent,distend_large,49,6.2,clear,5.3,no,4205,0,0,yes,lived
895,no,adult,534817,37.7,88,28,,,pale_cyanotic,less_3_sec,,,,,more_1_liter,1,,distend_small,55,80,serosanguious,2,no,2205,0,0,no,euthanized
896,yes,adult,528890,38.4,56,80,warm,reduced,pale_pink,less_3_sec,alert,hypomotile,moderate,slight,less_1_liter,7.5,increased,normal,54,6.3,serosanguious,8,no,7111,0,0,yes,lived
897,yes,young,529340,38.5,104,48,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.4,decreased,distend_small,47,7.5,serosanguious,3.4,yes,5400,0,0,yes,lived
898,yes,adult,5294369,38.9,120,30,normal,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,,3,,,47,6.1,cloudy,2.6,yes,2124,0,0,yes,lived
899,no,adult,528996,38.6,48,16,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,slight,more_1_liter,5,normal,,42,6.6,clear,5,no,0,0,0,yes,lived
900,yes,adult,530526,37.9,52,12,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.3,decreased,distend_large,44,7,clear,5,yes,3111,0,0,yes,lived
901,yes,adult,526639,38.6,64,14,cool,,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,,4,absent,distend_small,35,5.9,cloudy,3.4,yes,2208,0,0,yes,lived
902,yes,adult,529528,37.8,66,12,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,,slight,,3,absent,normal,36,6.6,clear,3,yes,3115,0,0,yes,lived
903,yes,adult,527365,38.1,80,80,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,,less_1_liter,2,decreased,distend_large,54,4,serosanguious,4.3,yes,7209,0,0,yes,died
904,yes,adult,532110,38.1,52,88,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,2,normal,distend_large,53,71,cloudy,1,yes,2205,0,0,no,lived
905,no,adult,534788,37.6,52,16,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,,more_1_liter,2,increased,,57,62,clear,1,no,5400,0,0,yes,lived
906,yes,adult,535137,39.3,164,84,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,,more_1_liter,2,absent,distend_large,57,85,serosanguious,2,yes,3205,0,0,no,euthanized
