customer_age,annual_income,tenure_months,monthly_bill,support_calls,complaints,data_usage_gb,late_payments,satisfaction_score,discount_percent,contract_type,internet_service,payment_method,region,churn
25.0,111635.0,3.7,93.86,1.0,2.0,3.25,1.0,4.5,2.1,Month-to-month,Fiber,UPI,East,1
50.0,60139.0,8.0,122.86,3.0,1.0,23.71,1.0,6.1,13.3,Month-to-month,Fiber,Credit Card,West,0
41.0,,24.9,65.62,2.0,0.0,33.61,3.0,7.1,13.4,Month-to-month,,UPI,Central,0
34.0,41886.0,21.4,49.58,3.0,2.0,12.18,4.0,5.6,2.9,Month-to-month,DSL,UPI,West,1
25.0,225386.0,30.9,91.6,0.0,0.0,15.76,0.0,5.8,9.6,One year,Fiber,Bank Transfer,East,0
37.0,66118.0,96.4,139.54,6.0,1.0,,1.0,5.4,10.3,Month-to-month,5G,AutoPay,North,0
45.0,72673.0,44.5,95.21,3.0,0.0,15.71,0.0,10.0,8.1,One year,DSL,AutoPay,East,0
42.0,93962.0,23.2,79.25,1.0,3.0,29.75,,9.1,19.5,Month-to-month,Fiber,Credit Card,West,0
48.0,42123.0,21.7,67.76,3.0,0.0,21.92,2.0,5.6,12.2,Month-to-month,5G,Bank Transfer,South,0
27.0,81142.0,77.8,146.2,1.0,0.0,16.18,0.0,7.3,11.0,Two year,DSL,AutoPay,Central,0
24.0,142826.0,27.6,69.35,1.0,0.0,16.63,1.0,7.6,15.2,Month-to-month,5G,Bank Transfer,Central,0
26.0,54601.0,18.8,94.12,2.0,1.0,11.68,1.0,6.0,4.3,Month-to-month,Fiber,AutoPay,West,0
45.0,50813.0,31.2,77.94,2.0,3.0,16.88,4.0,7.0,17.2,One year,Fiber,AutoPay,North,1
33.0,137547.0,12.4,98.39,2.0,1.0,12.38,0.0,8.7,6.2,Month-to-month,5G,Cash,South,1
37.0,32277.0,23.8,78.25,1.0,0.0,30.06,1.0,4.7,16.0,One year,Fiber,UPI,West,0
44.0,67651.0,46.8,52.04,3.0,1.0,31.28,3.0,,10.3,Month-to-month,DSL,Credit Card,South,0
47.0,75114.0,22.3,45.64,4.0,0.0,16.83,2.0,5.2,6.5,Two year,5G,Cash,West,0
28.0,37695.0,54.5,68.75,3.0,0.0,20.61,1.0,7.9,17.4,Month-to-month,DSL,Bank Transfer,Central,0
51.0,83694.0,33.3,81.71,5.0,2.0,13.61,0.0,3.8,9.2,Month-to-month,DSL,Credit Card,Central,1
41.0,66845.0,27.3,37.92,1.0,1.0,16.71,1.0,,20.1,One year,Fiber,UPI,North,0
56.0,500000.0,15.4,76.53,3.0,0.0,10.17,2.0,9.2,0.0,One year,Fiber,Bank Transfer,South,1
31.0,40528.0,12.0,87.63,3.0,1.0,7.43,1.0,9.2,18.0,Month-to-month,,AutoPay,Central,0
46.0,50215.0,38.8,28.57,2.0,0.0,27.72,2.0,5.2,7.9,,DSL,Cash,South,1
18.0,121385.0,27.0,48.29,3.0,2.0,26.44,1.0,,14.6,One year,5G,Cash,Central,0
43.0,78243.0,57.3,68.65,0.0,2.0,27.35,3.0,9.1,11.9,Month-to-month,,AutoPay,East,1
40.0,83349.0,19.9,71.7,3.0,0.0,17.24,3.0,6.4,19.4,One year,Fiber,AutoPay,Central,0
53.0,35925.0,12.3,79.9,4.0,0.0,28.36,1.0,9.3,5.5,Two year,5G,Bank Transfer,North,0
42.0,116032.0,19.9,39.83,1.0,0.0,15.23,2.0,7.4,10.7,One year,None,Bank Transfer,North,0
32.0,44838.0,87.3,110.22,3.0,1.0,19.2,1.0,6.9,17.9,Month-to-month,Fiber,Bank Transfer,West,0
41.0,63253.0,38.2,76.94,,2.0,20.35,0.0,5.4,19.2,One year,Fiber,UPI ,West,0
54.0,33700.0,22.1,50.05,2.0,2.0,15.23,0.0,9.2,2.3,Month-to-month,,Cash,Central,0
47.0,49324.0,23.1,33.91,1.0,1.0,15.74,0.0,5.2,6.9,Month-to-month,None,Cash,Central,0
37.0,30013.0,27.5,48.1,2.0,0.0,34.8,0.0,8.4,15.8,One year,DSL,Cash,North,0
46.0,57351.0,8.9,113.93,1.0,0.0,13.82,,7.8,17.6,Month-to-month,5G,Credit Card,East,0
,98586.0,5.6,100.3,2.0,0.0,4.89,1.0,8.2,7.3,One year,DSL,AutoPay,Central,0
47.0,51061.0,75.2,70.92,1.0,3.0,18.09,,7.3,4.7,Two year,DSL,UPI,South,0
26.0,163097.0,11.6,90.73,,2.0,11.63,,4.5,17.2,Two year,Fiber,Bank Transfer,Central,0
18.0,56500.0,18.5,450.0,3.0,1.0,24.03,,4.9,25.0,Month-to-month,DSL,Bank Transfer,North,0
,86312.0,5.5,,0.0,0.0,,3.0,7.3,12.0,Month-to-month,Fiber,Cash,West,0
18.0,74933.0,28.4,77.73,3.0,0.0,16.73,0.0,7.5,7.2,,Fiber,UPI,North,0
46.0,29831.0,15.8,61.62,2.0,0.0,24.51,3.0,4.1,7.8,Month-to-month,,UPI,West,1
58.0,102598.0,17.5,57.37,1.0,2.0,29.36,1.0,8.6,15.6,Month-to-month,Fiber,Credit Card,North,0
33.0,53716.0,33.3,102.5,2.0,0.0,16.21,1.0,10.0,3.2,Two year,Fiber,AutoPay,,0
52.0,53740.0,75.2,38.72,3.0,3.0,20.39,0.0,4.2,12.3,Month-to-month,5G,Credit Card,West,1
,1500000.0,5.5,64.57,2.0,5.0,3.34,,8.8,3.1,Month-to-month,None,AutoPay,South,1
18.0,35439.0,37.4,121.51,0.0,0.0,18.09,3.0,9.3,15.2,One year,Fiber,AutoPay,North,0
36.0,129493.0,73.1,81.41,2.0,1.0,22.12,2.0,6.1,17.1,One year,Fiber,Bank Transfer,South,0
18.0,37318.0,16.2,51.37,2.0,0.0,18.43,1.0,5.6,14.8,Month-to-month,DSL,AutoPay,Central,0
,66709.0,63.1,88.11,4.0,2.0,18.94,1.0,10.0,4.2,Month-to-month,5G,AutoPay,South,0
37.0,77506.0,,66.8,3.0,1.0,19.63,0.0,7.4,4.1,Month-to-month,,AutoPay,Central,0
36.0,73919.0,27.4,70.27,2.0,0.0,14.86,,5.6,18.5,One year,Fiber,Cash,North,1
47.0,74182.0,33.5,81.99,0.0,1.0,20.23,0.0,5.1,27.9,,Fiber,AutoPay,South,1
27.0,108413.0,21.7,35.51,6.0,1.0,17.21,0.0,,1.5,Month-to-month,DSL,Credit Card,West,0
49.0,32279.0,39.2,108.5,1.0,0.0,20.06,3.0,5.5,4.8,,Fiber,UPI,East,0
43.0,18000.0,23.3,129.1,3.0,0.0,16.44,2.0,6.2,17.4,One year,DSL,Bank Transfer,West,0
28.0,32493.0,34.5,123.58,2.0,0.0,23.25,0.0,6.2,0.0,Month-to-month,5G,,North,0
18.0,59663.0,18.8,57.65,4.0,0.0,25.88,2.0,5.0,10.4,One year,5G,Bank Transfer,South,0
27.0,74891.0,10.9,75.06,1.0,0.0,25.4,1.0,6.6,12.3,One year,Fiber,AutoPay,East,0
,44740.0,55.7,116.0,4.0,1.0,25.11,1.0,7.5,,One year,5G,Credit Card,Central,0
39.0,250000.0,34.8,59.16,5.0,1.0,15.53,2.0,4.4,3.5,One year,DSL,UPI,North,0
18.0,68252.0,19.9,98.41,1.0,,4.48,,5.9,0.0,Month-to-month,DSL,Bank Transfer,North,0
31.0,58685.0,27.1,76.93,3.0,2.0,20.17,2.0,7.8,11.8,Month-to-month,Fiber,Credit Card,North,0
18.0,28478.0,29.5,73.06,2.0,1.0,27.14,0.0,8.0,13.7,,Fiber,Credit Card,East,1
36.0,71266.0,21.8,66.4,0.0,3.0,7.22,1.0,3.6,12.2,,5G, UPI,South,0
40.0,25748.0,15.0,91.02,,3.0,13.61,1.0,2.5,25.6,One year,DSL,AutoPay,East,0
30.0,103806.0,23.7,76.38,1.0,0.0,16.01,2.0,7.8,26.2,Month-to-month,Fiber,AutoPay,East,0
,47613.0,49.5,95.81,2.0,,21.88,2.0,5.6,17.4,,Fiber,Credit Card,South,1
49.0,91132.0,41.1,94.66,2.0,2.0,12.1,2.0,9.9,28.0,Month-to-month,Fiber,Cash,Central,0
33.0,39360.0,20.1,67.05,1.0,2.0,26.17,0.0,7.2,13.9,Two year,5G,Credit Card,Central,0
36.0,93314.0,11.8,20.0,3.0,2.0,,0.0,6.0,7.8,Two year,Fiber,Bank Transfer,North,1
42.0,51240.0,29.9,96.7,3.0,0.0,11.5,0.0,5.3,3.4,Month-to-month,DSL,UPI,East,0
35.0,36994.0,7.2,57.39,0.0,0.0,2.99,1.0,9.6,21.1,Month-to-month,DSL,Cash,Central,0
28.0,35690.0,38.9,74.72,1.0,1.0,27.9,1.0,6.0,12.6,Two year,5G,AutoPay,Central,0
27.0,58683.0,24.5,84.56,2.0,1.0,13.44,1.0,6.0,1.2,Month-to-month,DSL,AutoPay,North,0
35.0,51644.0,10.8,97.18,0.0,3.0,18.14,1.0,3.3,0.0,One year,None,Cash,West,0
47.0,34639.0,6.0,80.32,0.0,1.0,14.8,2.0,8.2,17.8,One year,Fiber,Cash,Central,0
39.0,29797.0,31.6,82.84,1.0,4.0,5.69,3.0,6.9,1.2,Month-to-month,DSL,,West,1
42.0,55598.0,15.6,69.72,3.0,2.0,23.05,2.0,6.0,15.8,Month-to-month,Fiber,AutoPay,West,1
44.0,32094.0,9.5,95.26,2.0,0.0,6.68,0.0,4.5,17.2,Two year,5G,Bank Transfer,South,0
25.0,56533.0,19.0,88.55,3.0,0.0,7.0,2.0,,5.5,Month-to-month,DSL,Bank Transfer,,1
23.0,31610.0,18.3,49.3,3.0,1.0,25.13,2.0,4.4,0.4,Month-to-month,Fiber,Credit Card,West,0
48.0,46559.0,26.2,74.72,1.0,1.0,12.96,3.0,6.3,5.2,Two year,DSL,UPI,Central,0
20.0,108510.0,39.8,61.43,1.0,2.0,14.83,1.0,8.0,,One year,Fiber,AutoPay,North,0
27.0,25163.0,43.9,58.15,1.0,1.0,36.12,0.0,4.6,6.8,Month-to-month,DSL,UPI,West,0
54.0,40432.0,48.6,82.85,1.0,2.0,,4.0,9.7,21.7,Month-to-month,Fiber,AutoPay,North,0
38.0,39853.0,17.7,112.93,2.0,1.0,10.59,0.0,5.8,24.2,Month-to-month,None,Cash,South,0
53.0,117638.0,14.7,60.87,1.0,0.0,11.47,1.0,7.0,5.4,Month-to-month,DSL,AutoPay,East,1
53.0,56218.0,12.4,66.93,4.0,0.0,11.8,0.0,3.8,0.0,Month-to-month,,Bank Transfer,East,0
39.0,49641.0,12.4,57.31,2.0,1.0,21.24,2.0,6.8,17.8,Two year,Fiber,Bank Transfer,Central,0
18.0,32328.0,9.7,63.38,2.0,1.0,15.86,1.0,3.9,1.8,One year,Fiber,AutoPay,South,0
45.0,56045.0,37.1,113.64,2.0,1.0,21.83,2.0,7.0,10.9,Month-to-month,5G,Credit Card,North,1
34.0,46823.0,31.0,57.05,,0.0,18.36,2.0,10.0,19.3,month-to-month,Fiber,Credit Card,West,0
32.0,40167.0,28.7,110.79,1.0,1.0,8.99,3.0,8.5,5.8,One year,,,North,0
30.0,70565.0,16.1,66.11,3.0,0.0,18.53,3.0,8.5,0.0,Month-to-month,5G,Cash,Central,0
34.0,63945.0,12.1,,2.0,1.0,15.42,0.0,3.5,10.3,Month-to-month,,UPI,South,0
53.0,128187.0,31.9,73.68,2.0,1.0,18.07,1.0,7.2,6.6,One year,5G,Bank Transfer,North,0
33.0,47219.0,30.8,66.79,2.0,0.0,16.99,,6.5,28.4,Month-to-month,DSL,Credit Card,West,0
69.0,18000.0,32.5,115.82,1.0,1.0,8.86,0.0,7.1,10.9,Two year,,Cash,Central,0
54.0,18000.0,35.6,95.49,3.0,2.0,29.47,0.0,7.6,6.2,One year,DSL,UPI,East,0
38.0,121599.0,23.3,92.55,0.0,0.0,15.33,2.0,2.5,12.9,Month-to-month,Fiber,UPI,North,0
37.0,29296.0,19.0,93.16,2.0,0.0,12.42,3.0,4.9,16.5,Month-to-month,None,Cash,East,1
42.0,31140.0,23.9,67.08,5.0,1.0,9.91,1.0,4.9,8.1,Month-to-month,Fiber,Bank Transfer,South,0
36.0,39333.0,17.1,73.44,2.0,0.0,19.93,1.0,7.4,12.6,Month-to-month,5G,Credit Card,Central,1
4.0,30373.0,12.2,85.86,1.0,1.0,10.69,2.0,7.8,18.6,Two year,5G,AutoPay,South,1
40.0,121946.0,69.3,115.75,,0.0,6.96,1.0,10.0,18.6,Month-to-month,DSL,Bank Transfer,East,0
49.0,250000.0,61.5,52.77,2.0,0.0,20.25,0.0,4.4,3.0,Two year,Fiber,Credit Card,South,0
30.0,57272.0,21.8,123.09,2.0,0.0,25.22,1.0,8.4,13.5,Month-to-month,None,UPI,Central,0
40.0,110077.0,14.4,47.79,3.0,2.0,25.26,3.0,6.6,12.5,One year,Fiber,AutoPay,Central,1
41.0,177784.0,20.5,66.15,,1.0,,0.0,3.6,7.6,Month-to-month,Fiber,AutoPay,West,0
25.0,48721.0,17.5,60.94,1.0,3.0,14.87,0.0,6.7,20.7,Month-to-month,DSL,UPI,West,0
41.0,43236.0,28.6,63.37,2.0,0.0,5.11,1.0,9.7,0.0,One year,Fiber,UPI,South,0
34.0,98480.0,26.9,75.49,5.0,0.0,16.0,3.0,7.2,,One year,5G,Bank Transfer,West,0
40.0,,38.5,111.41,6.0,1.0,9.84,1.0,7.6,6.1,Month-to-month,5G,Cash,North,0
39.0,50995.0,,88.51,4.0,2.0,16.19,0.0,4.9,12.0,One year,Fiber,AutoPay,South,1
65.0,61801.0,34.9,80.77,2.0,2.0,12.34,1.0,7.2,19.0,One year,None,AutoPay,East,0
42.0,111742.0,31.9,64.67,6.0,2.0,22.02,3.0,5.6,22.1,Month-to-month,5G,Credit Card,East,0
37.0,141887.0,23.8,87.1,5.0,2.0,18.73,2.0,6.5,14.7,One year,5G,Bank Transfer,West,0
26.0,30975.0,26.9,32.12,1.0,0.0,13.82,0.0,6.8,0.0,One year,Fiber,UPI,East,0
30.0,69348.0,12.2,111.19,2.0,1.0,18.56,2.0,10.0,6.0,One year,DSL,Credit Card,East,0
35.0,122028.0,29.2,83.24,0.0,1.0,12.98,0.0,6.6,11.7,One year,5G,Credit Card,Central,0
47.0,75114.0,22.3,45.64,4.0,0.0,16.83,2.0,5.2,6.5,Two year,5G,Cash,West,0
37.0,68949.0,36.6,35.87,3.0,1.0,6.76,2.0,6.5,9.2,Month-to-month,5G,Bank Transfer,Central,0
33.0,,24.5,75.04,1.0,0.0,12.6,0.0,5.8,14.9,Month-to-month,Fiber,Credit Card,Central,0
50.0,72355.0,4.8,93.36,5.0,0.0,19.23,1.0,8.9,15.4,Month-to-month,5G,AutoPay,West,1
36.0,25724.0,27.3,47.06,0.0,0.0,10.59,2.0,4.0,14.0,Month-to-month,Fiber,UPI,North,0
31.0,31312.0,53.1,80.03,2.0,0.0,24.42,,,24.4,Month-to-month,Fiber,AutoPay,East,1
37.0,53360.0,68.6,46.67,3.0,0.0,9.54,,7.3,9.5,Month-to-month,Fiber,AutoPay,Central,0
40.0,25973.0,23.0,86.71,3.0,3.0,18.67,1.0,6.8,6.2,Month-to-month,5G,UPI,South,1
47.0,27397.0,40.4,90.47,0.0,2.0,14.71,0.0,,21.1,One year,Fiber,Cash,Central,0
35.0,77794.0,29.6,97.51,2.0,1.0,15.8,0.0,5.2,20.8,Month-to-month,DSL,Cash,Central,0
51.0,67639.0,11.0,139.89,2.0,1.0,22.35,1.0,6.1,8.2,Month-to-month,Fiber,Bank Transfer,south ,1
45.0,54534.0,14.9,77.25,4.0,1.0,31.93,2.0,8.2,11.2,Month-to-month,5G,AutoPay,East,0
37.0,30065.0,42.3,88.82,3.0,1.0,13.1,2.0,6.2,11.8,Month-to-month,Fiber,Credit Card,South,0
33.0,73304.0,44.3,54.49,2.0,0.0,,0.0,4.4,14.6,Two year,DSL,Credit Card,South,0
26.0,40142.0,23.9,99.91,3.0,0.0,17.44,0.0,7.5,14.5,Two year,Fiber,UPI,East,0
24.0,48260.0,22.8,70.6,2.0,0.0,21.73,0.0,7.6,0.0,One year,DSL,AutoPay,East,0
63.0,1000000.0,38.6,72.28,0.0,0.0,25.03,0.0,6.8,2.4,One year,5G,AutoPay,South,0
37.0,29306.0,6.2,20.0,3.0,2.0,16.74,3.0,6.9,1.6,Month-to-month,DSL,UPI,Central,0
38.0,28936.0,30.8,36.01,4.0,2.0,15.48,2.0,6.6,0.0,Month-to-month,Fiber,UPI,,1
39.0,28905.0,17.4,89.13,1.0,1.0,19.74,0.0,8.1,22.0,Month-to-month,None,Credit Card,East,0
45.0,47997.0,9.2,78.74,4.0,0.0,18.37,4.0,7.9,4.0,Two year,Fiber,Credit Card,East,0
37.0,92912.0,20.4,45.82,5.0,1.0,17.21,2.0,6.7,1.9,Month-to-month,Fiber,AutoPay,West,0
39.0,152216.0,14.6,101.86,0.0,1.0,7.67,2.0,7.6,21.0,Month-to-month,Fiber,Cash,East,0
38.0,53224.0,20.5,98.06,1.0,2.0,13.07,0.0,7.0,7.3,Two year,Fiber,Cash,West,0
47.0,39566.0,61.0,54.42,3.0,1.0,300.0,3.0,5.6,22.8,One year,DSL,AutoPay,East,0
3.0,75781.0,30.4,69.79,5.0,0.0,6.03,2.0,7.5,12.8,Two year,None,UPI,South,0
33.0,38629.0,,73.05,4.0,0.0,23.09,2.0,3.7,18.2,Month-to-month,Fiber,Credit Card,Central,0
24.0,24664.0,17.8,71.55,1.0,2.0,12.73,0.0,7.3,12.8,Month-to-month,Fiber,UPI,West,1
40.0,50207.0,,65.67,4.0,1.0,22.88,1.0,3.7,,Month-to-month,Fiber,UPI,Central,1
48.0,75811.0,54.9,850.0,4.0,1.0,23.19,0.0,5.2,,One year,None,Credit Card,East,0
27.0,25163.0,43.9,58.15,1.0,1.0,36.12,0.0,4.6,6.8,Month-to-month,DSL,UPI,West,0
25.0,29573.0,26.9,,4.0,1.0,8.49,1.0,6.4,9.7,Two year,5G,Credit Card,West,0
,139842.0,15.8,79.88,0.0,2.0,,2.0,6.9,19.8,Month-to-month,DSL,Cash,North,1
36.0,71291.0,30.8,77.03,2.0,2.0,19.75,2.0,6.6,11.9,One year,5G,UPI,East,1
29.0,83729.0,14.1,77.48,2.0,1.0,24.11,0.0,2.0,2.6,Month-to-month,DSL,Bank Transfer,South,1
43.0,43726.0,10.7,,,0.0,19.86,,5.9,15.1,Two year,Fiber,UPI,West,1
43.0,61707.0,12.1,86.07,2.0,0.0,21.26,0.0,9.4,12.9,Two year,5G,Credit Card,West,0
29.0,131062.0,8.2,74.29,2.0,2.0,12.66,1.0,4.3,16.4,Two year,5G,UPI,West,0
57.0,56114.0,46.8,83.81,0.0,,17.67,0.0,9.6,0.0,Month-to-month,5G,AutoPay,Central,0
38.0,40909.0,54.1,101.82,1.0,,20.7,0.0,,17.0,Two year,Fiber,Credit Card,South,0
58.0,43012.0,29.4,24.15,2.0,1.0,26.39,3.0,,28.2,One year,FIBER,Bank Transfer,North,0
46.0,32904.0,28.7,71.98,1.0,2.0,,0.0,,16.4,Month-to-month,DSL,Bank Transfer,West,1
20.0,90299.0,29.8,81.29,1.0,3.0,13.77,2.0,5.0,14.7,Month-to-month,DSL,Cash,North,0
46.0,48321.0,44.0,78.56,2.0,1.0,10.76,1.0,9.7,8.5,One year,Fiber,UPI,West,0
52.0,114058.0,13.2,60.82,,0.0,18.07,1.0,3.5,10.7,One year,DSL,Bank Transfer,East,0
21.0,124551.0,21.7,117.14,1.0,0.0,19.74,1.0,8.1,13.6,Month-to-month,5G,Credit Card,South,0
18.0,52971.0,,75.06,0.0,1.0,14.33,3.0,7.8,,Month-to-month,5G,Credit Card,Central,0
,48625.0,39.0,113.18,4.0,1.0,13.24,0.0,6.5,6.5,Month-to-month,DSL,Credit Card,East,0
40.0,,37.4,76.97,3.0,1.0,19.04,1.0,,0.0,Month-to-month,Fiber,Cash, SOUTH,1
49.0,51126.0,26.6,58.64,2.0,0.0,6.18,3.0,9.2,13.1,Two year,Fiber,Cash,East,1
44.0,26433.0,26.3,63.83,1.0,,9.93,2.0,8.4,8.0,Two year,Fiber,Credit Card,West,0
30.0,58356.0,22.8,41.26,1.0,1.0,16.79,1.0,6.3,15.7,Month-to-month,5G,UPI,South,0
42.0,43649.0,25.0,42.72,1.0,0.0,22.24,0.0,6.7,10.0,One year,5G,,Central,0
37.0,55817.0,19.2,93.98,3.0,1.0,25.94,1.0,7.0,,Month-to-month,5G,Cash,South,0
50.0,79625.0,27.7,58.29,1.0,1.0,13.37,0.0,7.6,0.0,Month-to-month,Fiber,Cash,,1
,37891.0,47.3,71.91,3.0,0.0,6.45,1.0,10.0,7.0,Month-to-month,DSL,AutoPay,East,0
32.0,37885.0,11.6,22.74,3.0,0.0,1.0,1.0,,4.5,Month-to-month,Fiber,Bank Transfer,West,0
60.0,76627.0,11.3,55.75,3.0,0.0,26.61,1.0,6.3,5.7,Month-to-month,DSL,Bank Transfer,,0
42.0,31672.0,38.1,80.48,1.0,1.0,31.43,1.0,7.1,2.4,Two year,None,UPI,West,0
27.0,124796.0,12.3,101.72,4.0,1.0,12.98,1.0,5.4,17.4,Month-to-month,Fiber,UPI,North,0
35.0,77594.0,6.2,88.71,1.0,2.0,34.25,0.0,10.0,17.0,Month-to-month,Fiber, UPI,South,1
44.0,61863.0,21.7,108.57,1.0,0.0,20.65,0.0,6.5,19.8,One year,Fiber,Credit Card,East,1
40.0,28877.0,35.2,86.14,2.0,0.0,23.9,2.0,10.0,3.0,One year,Fiber,Bank Transfer,East,0
55.0,141548.0,17.9,44.02,4.0,1.0,23.29,1.0,5.4,12.8,Month-to-month,5G,UPI,West,0
51.0,32341.0,39.0,66.59,1.0,0.0,20.66,0.0,5.9,22.9,Two year,Fiber,UPI,Central,0
36.0,46556.0,38.2,124.75,2.0,0.0,19.86,2.0,5.8,36.0,Two year,5G,Bank Transfer,South,0
45.0,49935.0,12.4,35.89,2.0,1.0,31.49,0.0,10.0,6.7,Month-to-month,DSL,Cash,Central,0
42.0,37538.0,23.4,101.83,,1.0,22.67,0.0,7.7,0.3,Month-to-month,DSL,Credit Card,,0
36.0,30280.0,20.8,35.87,2.0,0.0,23.09,1.0,6.5,9.7,Month-to-month,DSL,Cash,East,0
42.0,83852.0,41.4,106.81,6.0,1.0,34.38,2.0,6.7,10.1,Two year,DSL,Cash,North,0
50.0,1000000.0,46.9,85.08,5.0,1.0,10.29,1.0,8.8,10.6,Month-to-month,DSL,,South,0
43.0,250000.0,36.1,93.35,3.0,0.0,17.68,3.0,5.0,27.1,Month-to-month,Fiber,Cash,East,1
50.0,38554.0,16.7,120.16,1.0,1.0,21.67,1.0,4.3,20.0,Month-to-month,DSL,UPI,South,1
22.0,96812.0,41.1,96.3,4.0,0.0,19.85,0.0,6.1,6.5,Month-to-month,DSL,UPI,West,0
41.0,46929.0,5.6,88.21,4.0,0.0,25.37,2.0,6.7,10.2,,DSL,Bank Transfer,South,0
44.0,96698.0,25.5,92.7,,0.0,7.49,1.0,8.1,5.7,One year,Fiber,UPI,West,1
,53077.0,14.4,36.97,2.0,1.0,10.17,2.0,8.4,21.1,Month-to-month,Fiber,Cash,Central,1
26.0,29483.0,31.4,81.12,3.0,1.0,1.0,2.0,4.0,19.6,Month-to-month,Fiber,UPI,West,0
33.0,,9.7,58.44,2.0,0.0,25.75,0.0,6.0,12.6,Month-to-month,5G,AutoPay,Central,0
42.0,26226.0,7.8,127.53,2.0,2.0,29.94,3.0,5.7,9.2,Month-to-month,Fiber,,East,1
35.0,37561.0,,91.13,4.0,1.0,26.18,1.0,5.3,19.9,Two year,Fiber,Cash,South,0
,38601.0,24.1,100.88,2.0,2.0,4.58,,2.5,19.1,One year,Fiber,Cash,West,0
28.0,31665.0,36.1,91.84,1.0,0.0,13.69,1.0,7.7,13.9,Month-to-month,5G,AutoPay,Central,0
29.0,28224.0,34.4,122.08,3.0,2.0,31.7,2.0,5.2,7.9,,DSL,UPI,North,0
,25437.0,24.9,87.64,1.0,2.0,20.85,0.0,5.1,9.6,Month-to-month,DSL,UPI,West,0
27.0,90417.0,28.4,87.65,3.0,1.0,11.84,2.0,8.7,18.7,Month-to-month,DSL,Bank Transfer,South,0
49.0,41924.0,28.6,76.46,2.0,1.0,,1.0,,0.0,Two year,DSL,UPI,North,0
30.0,39289.0,68.4,61.22,3.0,0.0,8.36,2.0,8.1,20.0,One year,DSL,AutoPay,West,0
54.0,44192.0,28.4,69.84,3.0,0.0,12.32,2.0,7.2,4.6,Month-to-month,Fiber,Credit Card,South,0
26.0,109092.0,40.9,70.11,1.0,1.0,17.82,1.0,9.2,10.9,Month-to-month,Fiber,Bank Transfer,East,0
44.0,38378.0,51.4,113.01,1.0,,15.15,,9.1,0.0,Month-to-month,Fiber,Credit Card,East,0
39.0,51886.0,47.8,89.49,3.0,,31.83,0.0,7.0,15.7,One year,DSL,upi,West,1
25.0,37563.0,,20.0,4.0,1.0,21.81,2.0,8.2,17.3,Month-to-month,5G,Credit Card,,0
18.0,93923.0,12.6,,4.0,1.0,10.6,1.0,8.2,15.6,One year,5G,Bank Transfer,East,0
29.0,47329.0,55.7,32.83,3.0,0.0,24.02,3.0,5.4,0.0,One year,Fiber,Cash,South,0
36.0,50029.0,12.0,80.53,3.0,0.0,26.41,0.0,6.5,1.4,One year,Fiber,AutoPay,,0
37.0,35634.0,31.3,77.02,2.0,0.0,5.48,0.0,5.9,6.9,Month-to-month,Fiber,Bank Transfer,South,0
39.0,146053.0,30.8,60.85,1.0,1.0,25.44,1.0,6.6,4.6,Month-to-month,Fiber,Credit Card,West,0
32.0,171655.0,15.8,-20.0,4.0,1.0,21.57,2.0,6.3,0.0,Month-to-month,5G,Cash,Central,1
29.0,82827.0,39.6,38.85,4.0,1.0,27.27,1.0,5.0,9.2,Month-to-month,Fiber,UPI,West,0
22.0,,10.5,77.27,1.0,2.0,2.53,4.0,6.7,1.7,Two year,Fiber,upi,South,1
27.0,38646.0,27.4,87.81,4.0,0.0,9.76,3.0,9.8,15.0,Month-to-month,Fiber,Bank Transfer,West,0
33.0,161233.0,31.4,22.3,3.0,1.0,21.1,0.0,7.4,28.2,Month-to-month,5G,AutoPay,Central,0
35.0,,,76.45,4.0,1.0,30.45,2.0,5.2,5.1,One year,DSL,UPI,South,0
54.0,42659.0,8.0,125.09,3.0,0.0,19.37,2.0,6.8,4.3,Month-to-month,Fiber,UPI,West,1
64.0,72541.0,47.4,26.91,4.0,1.0,22.15,0.0,5.1,15.4,Month-to-month,5G,UPI,Central,0
36.0,59627.0,22.5,100.34,1.0,1.0,15.51,0.0,,11.3,Month-to-month,None,AutoPay,North,0
31.0,71077.0,28.5,92.13,2.0,1.0,22.8,2.0,8.1,9.5,One year,DSL,Credit Card,Central,0
20.0,161812.0,53.0,89.93,1.0,2.0,,1.0,5.0,0.0,Month-to-month,Fiber,UPI,East,0
,91129.0,28.8,60.6,2.0,1.0,27.52,3.0,10.0,9.7,One year,DSL,UPI,West,0
18.0,29772.0,31.6,125.14,2.0,1.0,16.41,,5.7,0.3,One year,Fiber,Bank Transfer,North,0
43.0,187489.0,24.9,98.13,2.0,1.0,23.2,1.0,5.0,16.2,Month-to-month,DSL,UPI,South,0
52.0,73066.0,31.4,88.23,2.0,3.0,12.23,0.0,9.5,9.6,Month-to-month,5G,Bank Transfer,South,1
49.0,100651.0,45.9,59.4,2.0,2.0,25.47,5.0,6.3,11.7,Month-to-month,5G,Cash,South,0
35.0,178724.0,33.5,,4.0,0.0,25.16,0.0,5.4,8.2,Month-to-month,Fiber,Bank Transfer,South,1
46.0,41346.0,13.4,80.49,2.0,0.0,25.05,0.0,3.5,10.0,Month-to-month,None,Credit Card,West,1
41.0,18000.0,16.1,,3.0,0.0,5.76,2.0,6.2,10.6,,5G,AutoPay,East,1
